cohort_coef,cohort_se,cohort_t,cohort_p,beds_coef,beds_p,r_squared,n,metric
27504.726648843476,1510.6563237274563,18.20713700186762,0.0,2.5539578881289344,0.3530961370787271,0.15640540252037272,1852,H2 Revenue per discharge
30247.64987683734,1634.8379847245153,18.501925058913,0.0,3.8449544380528096,0.19982765796575808,0.1590653614394456,1866,H3 Expense per discharge
0.09758099672198212,0.0055865424782616325,17.46715380786766,0.0,-2.5994571931933774e-05,0.011205745156326552,0.15923541698845123,1862,H4b FTE per discharge
